Roll No,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
8560,1,12,1,8,1,1,1,3,24,4,1,0,0,1,0,1,0,29,0,0,5,11,0,0,4,0,5,6,0,0,1,9.4,-0.8,-3.12,Dropout
9818,1,1,3,12,1,1,1,22,28,10,6,1,0,0,1,0,0,18,0,0,7,7,6,14.01666667,0,0,7,7,6,14.01666667,0,7.6,2.6,0.32,Graduate
4467,1,1,1,10,1,1,1,23,24,10,10,1,0,0,1,0,0,18,0,0,6,9,5,11.4,0,0,6,8,5,10.8,0,9.4,-0.8,-3.12,Graduate
7007,1,1,1,2,1,1,1,22,27,10,9,1,0,1,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,Dropout
2364,2,12,1,17,0,1,1,1,1,32,23,0,0,0,1,0,0,34,0,0,5,12,5,10.4,0,0,5,11,5,12,0,12.4,0.5,1.79,Graduate
7772,1,8,1,9,1,1,1,13,14,10,10,0,0,0,1,0,0,19,0,0,5,11,3,10.66666667,0,0,5,9,4,10.25,0,11.1,0.6,2.02,Graduate
3055,1,1,1,6,1,1,1,1,1,3,6,1,0,0,1,0,0,18,0,0,5,9,4,14.25,0,0,5,8,5,12.71428571,0,10.8,1.4,1.74,Enrolled
2536,1,8,6,12,1,1,1,1,14,5,5,0,0,0,1,0,1,20,0,3,7,7,7,13.91428571,0,5,8,8,8,14.10625,0,11.1,0.6,2.02,Graduate
9661,1,1,6,12,1,1,1,3,3,2,2,1,0,0,1,0,0,19,0,0,7,9,7,13.76111111,0,0,8,11,7,12.82375,0,15.5,2.8,-4.06,Graduate
2591,1,3,2,16,1,1,1,13,14,5,6,1,0,0,1,0,0,22,0,0,6,10,5,12.6,0,0,6,9,4,11.25,0,12.7,3.7,-1.7,Enrolled
1276,1,1,1,10,1,1,1,13,14,10,10,1,0,0,1,0,1,23,0,0,6,7,6,13.85714286,0,0,6,6,6,14.16666667,0,10.8,1.4,1.74,Graduate
4443,2,12,1,12,1,1,1,1,14,10,10,0,0,0,1,1,1,34,0,0,8,8,7,13.84285714,0,0,8,8,7,13.84285714,0,12.7,3.7,-1.7,Graduate
5540,1,8,4,7,1,1,1,13,14,6,6,1,0,1,0,1,0,18,0,0,5,12,0,0,0,0,5,8,0,0,0,9.4,-0.8,-3.12,Enrolled
7086,1,1,3,15,1,1,1,1,29,5,2,1,1,0,1,1,0,21,0,0,6,6,5,11.8,0,0,6,9,0,0,0,16.2,0.3,-0.92,Dropout
4931,1,1,1,10,1,1,1,1,14,5,4,1,0,0,1,1,0,22,0,0,6,6,6,12.66666667,0,0,6,6,6,13.83333333,0,10.8,1.4,1.74,Dropout
6137,1,12,1,4,1,9,1,22,1,10,11,0,0,0,1,1,0,28,0,0,6,6,0,0,0,0,6,6,0,0,0,11.1,0.6,2.02,Dropout
4290,1,3,4,7,1,1,1,13,27,5,7,1,0,0,1,1,0,23,0,0,5,7,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
9613,1,1,1,15,1,1,1,19,28,1,4,0,0,0,1,1,0,20,0,0,6,11,4,10.75,0,0,6,13,2,10,0,7.6,2.6,0.32,Dropout
4267,1,9,2,7,1,1,1,1,2,6,5,1,0,0,1,1,0,18,0,0,5,7,5,12.6,0,0,5,9,3,13.25,0,13.9,-0.3,0.79,Dropout
9306,1,12,2,9,1,9,1,13,28,10,10,1,0,1,0,1,0,28,0,0,5,5,0,0,0,0,5,5,0,0,0,9.4,-0.8,-3.12,Dropout
8888,1,15,1,5,1,14,1,1,14,6,9,0,0,0,1,1,0,21,0,2,7,7,2,12,0,5,9,10,7,12.14285714,0,12.4,0.5,1.79,Dropout
8324,1,12,1,14,1,1,1,23,14,10,9,0,0,1,0,1,0,25,0,0,6,7,3,14,0,0,6,9,2,14.5,0,13.9,-0.3,0.79,Dropout
4629,1,15,1,6,1,14,1,1,1,6,5,1,1,0,0,1,0,19,0,2,6,6,6,14,0,1,6,11,6,13.5,0,12.4,0.5,1.79,Dropout
1049,1,1,4,12,1,1,1,1,1,5,11,1,0,0,1,1,1,18,0,0,7,7,7,14.68285714,0,0,8,9,8,15.05555556,0,12.4,0.5,1.79,Graduate
7572,1,12,1,7,1,3,1,1,28,12,12,0,0,0,1,1,0,29,0,0,3,3,0,0,3,0,5,0,0,0,0,10.8,1.4,1.74,Dropout
9420,1,12,1,7,1,12,1,22,28,4,8,0,0,0,1,1,1,29,0,0,5,6,0,0,0,0,5,7,0,0,0,12.4,0.5,1.79,Dropout
9960,1,9,1,11,1,1,1,13,14,5,6,0,0,0,1,1,0,20,0,0,6,7,6,13.85714286,0,0,6,7,5,12.8,0,16.2,0.3,-0.92,Graduate
4342,1,1,1,2,1,1,1,13,1,10,8,0,0,0,1,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,Graduate
7743,1,1,1,11,1,1,1,1,1,29,44,0,0,0,1,1,0,20,0,0,6,8,6,13.14285714,0,0,6,7,6,12.5,0,8.9,1.4,3.51,Graduate
9902,2,12,1,7,1,1,1,19,24,1,1,1,0,0,1,1,0,33,0,0,5,14,1,18,0,0,5,9,2,13,0,9.4,-0.8,-3.12,Dropout
8297,1,13,1,17,0,1,1,13,14,6,6,0,0,0,1,1,0,30,0,11,15,15,13,11.46153846,0,6,11,15,10,11.58333333,1,16.2,0.3,-0.92,Graduate
7454,1,1,1,13,1,1,1,1,1,2,2,0,0,0,1,1,1,21,0,0,7,14,5,11.2,0,0,8,11,6,11.58333333,0,16.2,0.3,-0.92,Enrolled
9513,1,1,1,4,1,1,1,1,14,32,45,0,0,1,1,1,0,18,0,0,6,6,5,15,0,0,6,8,4,14.5,0,8.9,1.4,3.51,Graduate
4005,1,1,1,12,1,1,1,23,28,10,10,0,0,0,1,1,1,19,0,0,7,9,7,14.24444444,0,0,8,12,8,12.23333333,0,15.5,2.8,-4.06,Graduate
9394,1,8,1,5,1,1,1,23,14,10,10,0,0,0,1,1,1,21,0,0,6,8,4,11.5,0,0,6,7,5,11,0,15.5,2.8,-4.06,Dropout
2719,1,12,2,13,1,1,1,13,14,5,6,0,0,0,1,1,1,25,0,0,7,7,2,10,0,0,7,7,0,0,0,15.5,2.8,-4.06,Dropout
8939,1,1,2,14,1,1,1,13,14,8,11,0,0,0,1,1,0,19,0,0,5,7,3,12.33333333,0,0,5,5,5,11.6,0,9.4,-0.8,-3.12,Graduate
7541,1,15,1,5,1,14,1,13,1,10,4,1,0,0,1,1,0,23,0,2,7,8,5,12.2,0,5,9,10,7,12.14285714,1,16.2,0.3,-0.92,Dropout
6483,1,8,2,5,1,1,1,23,28,10,9,1,0,0,1,1,1,19,0,0,6,6,6,13.66666667,0,0,6,7,5,13.2,0,12.4,0.5,1.79,Graduate
2959,1,1,1,2,1,1,1,3,2,3,6,1,0,0,1,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,Graduate
8131,1,12,1,4,1,1,1,13,27,10,7,0,0,1,0,1,0,31,0,0,6,15,1,11,0,0,6,10,0,0,0,16.2,0.3,-0.92,Dropout
4148,1,12,1,4,1,1,1,22,27,5,8,0,0,1,0,1,0,32,0,0,6,8,3,13,0,4,10,14,6,11.42857143,0,16.2,0.3,-0.92,Dropout
9575,1,7,2,12,1,1,1,2,28,5,10,1,0,0,1,0,1,19,0,0,8,12,7,12.6,0,0,8,12,7,12.6,0,10.8,1.4,1.74,Graduate
5401,1,13,1,15,1,6,1,19,24,1,1,1,0,0,1,0,0,34,0,8,10,11,10,12.2,0,5,10,12,9,12.33333333,0,7.6,2.6,0.32,Graduate
4908,1,7,6,15,1,1,1,23,12,1,1,1,0,0,1,0,0,21,0,0,6,6,6,13.16666667,0,0,6,6,6,13,0,7.6,2.6,0.32,Graduate
7739,1,14,2,10,1,1,1,22,27,10,8,1,0,0,1,0,1,53,0,4,7,16,6,11,0,2,7,9,7,11,0,9.4,-0.8,-3.12,Graduate
1022,1,1,1,12,1,1,1,13,14,5,8,0,0,0,1,0,1,19,0,0,7,7,7,14.01428571,0,0,8,8,8,15.35,0,13.9,-0.3,0.79,Graduate
1186,1,1,3,15,1,1,1,23,28,10,6,0,0,0,1,0,1,20,0,0,6,9,4,13,0,0,6,13,4,11.25,0,10.8,1.4,1.74,Graduate
8332,1,1,2,15,1,1,1,1,14,10,10,1,0,0,1,0,0,18,0,0,6,6,6,14,0,0,6,6,6,14.66666667,0,10.8,1.4,1.74,Graduate
9264,1,12,1,2,1,1,1,22,28,28,44,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0.3,-0.92,Dropout
5763,1,14,1,12,1,1,1,22,27,10,10,1,0,0,1,0,1,21,0,0,8,8,7,14.42857143,0,0,8,8,7,14.42857143,0,12.7,3.7,-1.7,Graduate
1916,1,4,1,3,0,3,1,22,10,10,5,0,0,0,0,0,0,26,0,0,5,9,0,0,0,0,5,10,0,0,0,9.4,-0.8,-3.12,Dropout
5386,1,13,1,6,1,14,1,1,1,5,8,1,0,0,1,0,0,26,0,11,18,45,18,11.83333333,10,9,13,27,13,12.46153846,5,15.5,2.8,-4.06,Graduate
4082,2,15,1,17,0,14,1,1,27,5,10,0,0,0,0,0,0,21,0,0,5,12,3,11.33333333,0,0,5,10,1,13,0,15.5,2.8,-4.06,Dropout
7608,1,8,1,15,1,1,1,22,27,6,6,0,0,0,1,0,0,18,0,0,6,9,6,12.5,0,0,6,9,6,13,0,7.6,2.6,0.32,Graduate
3877,1,14,1,5,1,14,1,13,27,6,10,1,0,0,1,0,1,21,0,4,12,12,12,13.33333333,0,5,12,12,11,12.54545455,0,15.5,2.8,-4.06,Graduate
9383,1,1,1,11,1,1,1,23,14,10,6,1,0,0,1,0,0,21,0,0,6,10,6,10.83333333,0,0,6,10,4,11,0,7.6,2.6,0.32,Enrolled
7797,1,8,1,14,1,1,1,13,14,8,8,0,0,0,1,0,1,19,0,0,6,6,6,13,0,0,6,6,6,14,0,13.9,-0.3,0.79,Graduate
7095,1,8,1,9,1,1,1,13,14,10,8,0,0,0,1,0,0,19,0,0,5,7,2,10,0,0,5,11,2,14,0,10.8,1.4,1.74,Dropout
4705,1,14,2,10,1,1,1,23,28,6,6,0,0,0,1,0,1,19,0,0,6,8,6,11.42857143,0,0,6,11,5,11.2,0,10.8,1.4,1.74,Graduate
8880,1,4,1,12,1,3,1,22,28,8,8,1,0,0,1,0,0,27,0,0,8,8,8,12.8875,0,0,8,8,8,12.8875,0,9.4,-0.8,-3.12,Graduate
1205,1,1,2,12,1,1,1,22,1,10,5,1,0,0,1,0,1,18,0,0,7,7,6,12.95,0,0,7,7,6,12.95,0,7.6,2.6,0.32,Graduate
5832,1,1,2,9,1,1,1,13,14,10,10,1,0,0,1,0,0,20,0,0,5,12,1,10,2,0,5,5,0,0,0,12.7,3.7,-1.7,Dropout
3307,1,1,3,12,1,1,1,1,1,6,6,1,0,0,1,0,1,19,0,0,7,7,7,13.09428571,0,0,8,8,8,12.55,0,12.4,0.5,1.79,Graduate
4680,1,1,4,14,1,1,1,1,1,8,8,1,0,0,1,0,0,20,0,0,6,7,0,0,0,0,6,6,0,0,0,16.2,0.3,-0.92,Dropout
6466,1,8,2,10,1,1,1,13,28,8,7,1,0,0,1,0,1,19,0,0,6,12,5,11.71428571,0,0,6,11,6,11,0,12.7,3.7,-1.7,Graduate
3248,1,8,5,10,1,1,1,13,1,6,6,1,0,0,1,0,0,20,0,0,6,8,4,11.25,0,0,6,15,3,10,0,9.4,-0.8,-3.12,Enrolled
4668,1,1,1,2,1,1,1,23,14,8,11,0,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,Dropout
5745,1,1,1,16,1,1,1,22,27,10,6,0,0,0,1,0,0,18,0,0,6,6,6,13.16666667,0,0,6,6,6,13.33333333,0,7.6,2.6,0.32,Graduate
7053,1,1,1,6,1,1,1,13,1,6,5,1,0,0,1,0,0,20,0,0,5,7,4,12.75,0,0,5,5,5,13.4,0,10.8,1.4,1.74,Graduate
8041,2,12,1,17,0,1,1,22,27,10,10,0,0,0,0,0,0,38,0,0,5,6,5,10.6,0,0,5,9,2,11,0,12.7,3.7,-1.7,Dropout
8564,4,12,1,3,0,1,1,22,27,10,8,0,0,0,1,0,0,42,0,0,6,8,5,11.2,0,0,6,6,6,12,0,8.9,1.4,3.51,Graduate
4594,1,12,1,12,1,1,1,22,27,10,7,0,0,0,1,0,0,32,0,0,7,0,0,0,0,0,8,0,0,0,0,13.9,-0.3,0.79,Dropout
8947,1,6,1,15,1,1,12,13,14,5,6,1,0,0,1,0,0,22,1,0,6,6,6,13,0,0,6,6,6,13.66666667,0,12.4,0.5,1.79,Graduate
3184,2,12,1,17,0,1,1,19,24,12,12,1,0,0,1,0,0,28,0,0,5,10,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
1068,2,12,1,3,0,7,1,22,27,9,11,1,0,0,1,0,0,37,0,0,6,0,0,0,0,0,6,0,0,0,0,9.4,-0.8,-3.12,Dropout
2296,2,15,1,4,1,14,1,22,28,10,5,0,0,0,1,0,0,43,0,0,6,8,6,14.16666667,0,0,6,9,6,15,0,15.5,2.8,-4.06,Graduate
9878,6,12,1,3,0,1,1,22,1,10,8,0,0,0,1,0,1,41,0,0,6,10,5,12.83333333,0,0,6,6,6,12.33333333,0,13.9,-0.3,0.79,Graduate
4457,4,12,1,3,0,12,1,22,27,10,4,0,0,0,1,0,1,29,0,0,6,11,4,11.75,0,0,6,9,5,10.4,0,10.8,1.4,1.74,Graduate
9195,1,12,1,3,0,1,1,22,27,10,10,0,0,0,1,0,1,35,0,0,6,8,6,10.83333333,0,0,6,7,6,11.5,0,10.8,1.4,1.74,Graduate
4844,1,8,6,10,1,1,1,1,3,5,3,1,0,0,1,0,0,18,0,0,6,8,4,11.75,0,0,6,8,4,12.25,0,9.4,-0.8,-3.12,Dropout
2232,1,12,1,12,1,12,1,22,27,10,7,0,0,0,0,0,1,39,0,0,7,14,3,11.5,0,0,7,9,2,10.5,0,16.2,0.3,-0.92,Dropout
2053,4,12,1,17,0,1,1,22,27,10,10,0,0,0,1,0,0,37,0,0,5,14,2,10,0,0,5,7,3,11.33333333,0,12.7,3.7,-1.7,Enrolled
4134,1,12,1,12,1,1,1,22,27,10,8,1,0,0,1,0,1,26,0,0,7,7,6,13.7,0,0,7,7,6,13.7,0,7.6,2.6,0.32,Graduate
4992,1,4,1,6,1,3,1,13,15,5,12,1,0,0,1,0,0,32,0,0,5,8,1,14,2,0,5,12,0,0,4,10.8,1.4,1.74,Dropout
4384,2,12,1,3,0,1,1,22,27,7,9,0,0,1,1,0,0,37,0,3,8,12,7,11.375,0,2,7,10,6,12.16666667,0,13.9,-0.3,0.79,Enrolled
8926,1,12,1,6,1,1,1,22,14,29,35,1,0,1,1,0,0,28,0,0,6,17,0,0,0,0,6,6,0,0,0,8.9,1.4,3.51,Enrolled
6248,1,1,1,10,1,1,1,13,27,1,1,1,0,0,1,0,0,19,0,0,6,10,0,0,4,0,6,0,0,0,0,7.6,2.6,0.32,Dropout
4544,1,1,5,9,1,1,1,22,28,8,8,1,0,0,1,0,0,18,0,0,5,9,1,11,0,0,5,9,2,12.5,0,7.6,2.6,0.32,Enrolled
4351,1,1,1,16,1,1,1,13,28,10,10,0,0,0,1,0,1,19,0,0,7,10,6,13,0,0,7,7,7,13.28571429,0,12.4,0.5,1.79,Graduate
2419,2,4,1,14,1,3,1,22,27,8,8,0,0,0,1,0,0,32,0,4,11,15,8,13.6,0,2,8,10,8,15.11111111,0,13.9,-0.3,0.79,Graduate
7132,2,12,1,9,1,1,1,22,27,10,10,1,0,0,1,0,0,31,0,0,5,8,3,11,0,0,5,9,2,11.5,0,7.6,2.6,0.32,Dropout
5580,1,12,1,12,1,1,1,3,1,3,6,1,0,0,1,0,0,34,0,0,8,11,7,11.70571429,0,0,8,11,7,11.70571429,0,10.8,1.4,1.74,Enrolled
9735,1,1,3,2,1,1,1,1,1,4,4,1,0,0,1,0,0,20,0,6,12,12,12,13.25,0,4,11,14,11,14.33333333,0,8.9,1.4,3.51,Graduate
6306,1,12,1,12,1,12,1,23,28,10,10,0,0,0,1,0,0,28,0,0,7,15,1,10.75,0,0,7,10,1,10,0,13.9,-0.3,0.79,Dropout
9004,1,15,1,17,0,14,1,22,27,7,7,0,0,0,1,0,0,31,0,2,6,8,6,12,0,2,7,8,7,13.42857143,0,9.4,-0.8,-3.12,Enrolled
7305,1,1,1,15,1,1,1,13,28,5,11,1,0,0,1,0,0,18,0,0,6,7,6,12.66666667,0,0,6,8,4,12.25,0,7.6,2.6,0.32,Enrolled
1106,4,12,1,3,0,12,1,22,27,12,8,0,0,0,0,0,0,31,0,0,6,8,5,11.4,0,0,6,9,3,11,0,9.4,-0.8,-3.12,Dropout
4735,1,1,3,15,1,1,1,13,14,6,6,1,0,0,1,0,0,19,0,0,6,6,6,13,0,0,6,8,5,12.4,0,12.4,0.5,1.79,Graduate
3171,1,1,1,10,1,1,1,22,14,10,5,1,0,0,1,0,1,19,0,0,6,8,6,14,0,0,6,8,6,12.28571429,0,16.2,0.3,-0.92,Graduate
9675,2,12,1,10,1,12,1,22,27,10,10,1,0,0,1,0,0,31,0,0,6,11,0,0,0,0,5,10,0,0,0,9.4,-0.8,-3.12,Enrolled
9785,1,4,1,6,1,3,1,1,14,10,11,0,0,0,1,0,0,34,0,0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,Dropout
3840,1,7,1,13,1,1,1,22,27,10,8,1,0,0,1,0,1,18,0,0,7,7,7,15.28571429,0,0,8,8,8,16.075,0,12.4,0.5,1.79,Graduate
5419,1,8,2,11,1,1,1,22,27,8,8,1,0,0,1,0,0,18,0,0,6,6,6,13.16666667,0,0,6,6,6,12.66666667,0,11.1,0.6,2.02,Graduate
8648,1,1,1,9,1,1,1,3,14,4,4,0,0,1,1,1,0,19,0,0,5,7,5,13.6,0,0,5,11,5,12.83333333,5,16.2,0.3,-0.92,Graduate
4879,1,8,2,15,1,1,1,3,5,1,3,1,0,0,0,1,1,22,0,0,4,8,0,0,0,0,4,8,0,0,0,7.6,2.6,0.32,Dropout
9663,2,14,1,14,1,1,1,19,24,1,1,0,0,0,1,1,0,32,0,6,10,12,10,11.4,0,4,9,9,4,11.5,0,7.6,2.6,0.32,Graduate
9087,1,12,1,9,1,1,1,22,3,10,3,0,0,0,1,1,0,61,0,0,5,0,0,0,0,0,5,0,0,0,0,15.5,2.8,-4.06,Dropout
2146,1,12,1,17,0,1,1,22,27,10,10,1,0,0,1,1,0,30,0,0,5,7,5,11,0,0,5,5,5,11.6,0,7.6,2.6,0.32,Graduate
3685,2,12,1,17,0,1,1,22,27,10,10,0,0,1,0,1,0,45,0,0,5,9,0,0,0,0,5,11,0,0,0,12.4,0.5,1.79,Dropout
1215,1,15,1,4,1,14,1,1,14,5,9,0,0,0,1,1,0,20,0,0,6,7,6,13.57142857,0,0,6,6,6,12.66666667,0,12.4,0.5,1.79,Graduate
5614,1,9,5,12,1,1,1,13,1,2,11,0,0,0,1,0,0,19,0,0,7,0,0,0,0,0,8,0,0,0,0,9.4,-0.8,-3.12,Dropout
1388,1,13,1,7,1,1,1,3,1,3,10,1,0,0,1,1,0,26,0,4,10,14,4,11.25,0,4,11,11,4,12,0,7.6,2.6,0.32,Dropout
4226,1,8,4,14,1,1,1,1,1,5,12,1,0,0,1,1,0,19,0,0,5,6,3,13.33333333,0,0,5,5,1,11,0,7.6,2.6,0.32,Dropout
5788,1,8,1,15,1,1,1,13,27,10,10,0,0,0,1,1,1,19,0,0,6,6,6,12,0,0,6,7,6,11.66666667,0,16.2,0.3,-0.92,Graduate
2975,1,1,3,15,1,1,1,23,1,10,5,1,0,0,1,1,0,19,0,0,6,6,6,12.5,0,0,6,7,5,13,0,12.4,0.5,1.79,Graduate
3394,1,1,1,9,1,1,1,1,14,6,6,1,0,0,1,1,1,19,0,0,5,6,5,13.2,0,0,5,6,5,12.66666667,0,16.2,0.3,-0.92,Graduate
9849,1,1,3,14,1,1,1,11,9,1,1,1,0,0,0,1,0,19,0,0,5,5,0,0,0,0,4,4,0,0,0,7.6,2.6,0.32,Dropout
6916,1,12,1,14,1,1,1,19,24,1,1,1,0,0,0,1,0,28,0,0,5,7,3,11.66666667,0,0,5,8,2,11.5,1,7.6,2.6,0.32,Dropout
5626,1,14,1,9,1,1,1,22,27,10,10,0,0,0,1,1,0,24,0,10,15,16,15,13.46666667,1,10,14,14,14,13.64285714,0,9.4,-0.8,-3.12,Graduate
7628,1,1,1,8,1,1,1,3,1,3,5,0,0,0,1,1,0,18,0,0,5,7,3,13.66666667,0,0,5,5,5,13.2,0,7.6,2.6,0.32,Graduate
5407,1,1,2,7,1,1,1,23,28,6,6,0,0,0,1,1,0,18,0,0,5,9,2,11.66666667,0,0,5,9,2,12.5,2,7.6,2.6,0.32,Enrolled
4300,1,1,1,15,1,1,1,1,3,4,8,1,0,0,1,1,1,18,0,0,6,7,6,11.66666667,0,0,6,12,5,10.2,0,12.4,0.5,1.79,Graduate
7757,1,15,1,4,1,14,1,4,1,3,9,0,0,0,1,1,0,21,0,0,6,9,5,13.4,0,0,6,9,5,12.4,0,8.9,1.4,3.51,Graduate
8361,2,12,1,17,0,1,1,13,27,10,6,0,0,0,0,1,0,28,0,0,5,5,0,0,0,0,5,6,0,0,0,12.4,0.5,1.79,Dropout
8791,1,12,1,4,1,9,1,22,14,10,11,0,0,0,1,1,0,58,0,0,6,9,0,0,0,0,6,6,0,0,0,13.9,-0.3,0.79,Dropout
4968,2,12,1,17,0,1,1,19,24,1,1,1,0,0,0,1,0,49,0,0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
8622,1,12,1,7,1,1,1,1,28,4,6,0,0,0,1,1,0,24,0,0,5,6,3,10.66666667,0,0,5,9,2,10.5,0,15.5,2.8,-4.06,Enrolled
9268,1,14,1,14,1,1,1,19,24,1,1,0,0,0,1,1,0,25,0,0,5,5,4,13.75,0,0,5,5,4,14.75,0,7.6,2.6,0.32,Graduate
8970,4,13,1,9,1,1,1,22,28,8,4,1,0,0,1,1,0,33,0,0,5,5,1,10,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
2870,2,12,2,7,1,12,1,22,27,8,8,0,0,0,0,1,0,33,0,0,5,11,0,0,0,0,5,5,0,0,0,9.4,-0.8,-3.12,Dropout
8858,2,14,1,16,1,1,1,22,27,8,8,0,0,0,1,1,0,40,0,0,2,4,1,16,0,0,4,5,4,15.5,0,13.9,-0.3,0.79,Graduate
2162,2,12,1,17,0,1,1,22,14,10,4,0,0,0,1,1,0,48,0,0,5,9,5,12.28571429,0,0,5,8,5,11.125,0,16.2,0.3,-0.92,Graduate
6804,1,8,3,7,1,1,1,1,14,10,4,1,0,1,0,1,0,18,0,0,5,10,3,12,0,0,5,8,3,10.33333333,0,8.9,1.4,3.51,Enrolled
9310,1,12,1,12,1,12,1,23,28,10,9,1,0,0,1,1,0,24,0,0,7,7,6,12.66666667,1,0,7,7,6,12.66666667,1,7.6,2.6,0.32,Graduate
3675,2,1,1,6,1,1,1,13,14,30,29,0,0,0,1,1,1,23,0,0,5,6,5,11.8,0,0,5,7,4,13.25,1,10.8,1.4,1.74,Graduate
7881,1,12,1,17,0,12,1,13,27,8,6,1,0,1,0,1,0,39,0,0,5,6,5,10.6,0,0,5,7,5,14.66666667,0,10.8,1.4,1.74,Dropout
5764,1,9,1,4,1,1,1,1,28,10,7,0,0,0,1,1,0,21,0,5,11,16,9,11.9,0,3,9,14,8,12.25,0,15.5,2.8,-4.06,Graduate
6502,1,13,1,7,1,6,1,20,25,7,7,1,0,0,1,1,0,34,0,4,6,8,4,11.25,0,1,5,8,2,10.5,0,7.6,2.6,0.32,Dropout
9419,2,12,1,17,0,1,1,13,14,5,5,0,0,0,1,1,1,41,0,0,5,9,4,11,0,0,5,6,5,11.4,0,8.9,1.4,3.51,Enrolled
7661,1,1,1,15,1,1,1,1,28,5,6,0,0,0,1,1,0,18,0,0,6,6,6,12,0,0,6,6,6,12.5,0,12.7,3.7,-1.7,Graduate
4208,2,12,1,17,0,1,1,23,28,10,4,0,0,0,1,1,0,34,0,0,5,10,4,11.75,0,0,5,10,4,10.83333333,0,13.9,-0.3,0.79,Enrolled
6896,1,1,1,9,1,1,1,1,1,3,11,0,0,0,1,1,0,19,0,0,5,8,2,10,0,0,5,8,1,16,0,7.6,2.6,0.32,Dropout
8168,1,1,1,12,1,1,1,13,14,4,4,0,0,0,1,1,0,19,0,0,8,8,7,13.71428571,0,0,8,8,7,13.71428571,0,12.7,3.7,-1.7,Graduate
3004,1,4,1,4,1,4,1,1,1,5,7,0,0,0,1,1,0,28,0,0,6,14,6,14.875,0,0,6,12,6,15.8,0,16.2,0.3,-0.92,Graduate
1698,1,8,1,5,1,1,1,1,1,6,1,1,0,0,1,1,0,18,0,0,6,7,5,10.8,1,0,6,6,0,0,0,7.6,2.6,0.32,Dropout
4503,1,1,1,10,1,1,1,2,2,4,5,1,0,0,1,1,0,19,0,0,6,11,3,12,0,0,6,12,2,10,0,11.1,0.6,2.02,Dropout
2507,1,8,2,6,1,1,1,13,28,10,2,1,0,1,0,1,0,19,0,0,6,10,5,12.5,0,0,6,19,2,13.5,0,12.4,0.5,1.79,Dropout
5687,1,8,1,12,1,1,1,1,3,10,3,1,0,0,1,0,0,18,0,0,7,7,7,14.72857143,0,0,8,11,8,16.32727273,0,16.2,0.3,-0.92,Graduate
3557,1,1,1,8,1,1,1,3,3,3,3,1,0,0,1,0,0,18,0,0,6,8,6,12,0,0,6,8,5,14.8,0,12.4,0.5,1.79,Graduate
1377,1,1,1,15,1,1,1,1,3,4,4,1,0,0,1,0,0,18,0,0,6,8,6,11.42857143,0,0,6,7,6,11,0,11.1,0.6,2.02,Dropout
5849,1,15,2,10,1,14,1,3,14,5,10,1,0,0,1,0,0,19,0,3,6,6,6,14.16666667,0,2,6,6,6,13.5,0,12.4,0.5,1.79,Graduate
4147,2,4,1,10,1,3,1,22,27,29,43,0,0,0,1,0,0,31,0,1,6,12,5,12.5,0,0,6,10,5,14.6,0,12.7,3.7,-1.7,Graduate
8150,1,12,1,3,0,1,1,22,27,10,9,0,0,0,1,0,1,33,0,0,6,6,6,14.16666667,0,0,6,6,6,14.33333333,0,12.7,3.7,-1.7,Graduate
9839,1,1,3,12,1,1,1,3,1,19,26,1,0,0,1,0,1,20,0,0,7,10,5,14.46,0,0,7,8,6,13.55,0,12.4,0.5,1.79,Enrolled
7917,1,15,1,6,1,14,3,13,1,7,5,1,0,0,1,0,0,22,1,0,6,12,5,12.8,0,0,6,19,2,11.5,0,12.4,0.5,1.79,Enrolled
7928,1,8,1,11,1,1,1,1,14,4,4,1,0,0,1,0,0,19,0,0,6,8,6,12.66666667,0,0,6,8,5,13.4,0,11.1,0.6,2.02,Graduate
2761,1,1,3,5,1,1,1,19,24,1,1,1,0,0,1,0,0,18,0,0,6,6,6,12.5,0,0,6,6,6,13,0,7.6,2.6,0.32,Dropout
